"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ANUG6WM7","journalArticle","1992","Kleiger, James H.","'A conceptual critique of the EA:es comparison in the Comprehensive Rorschach System': Response","Psychological Assessment","","1040-3590","10.1037/1040-3590.4.3.301","https://search.ebscohost.com/login.aspx?direct=true&AuthType=shib&db=psyh&AN=1993-04018-001&site=ehost-live&authtype=ip,shib&custid=s8899245","Responds to J. E. Exner's (see record [rid]1993-04003-001[/rid]) commentary on 2 key issues: (1) the distinction between a misuse of theory and a neglect of theory in the Comprehensive System and (2) the related problems of retaining experience-distant terminology to explain concepts that Exner himself originally found ambiguous and difficult to explain. A more concise and conservative definition of the concepts that make up the Experience Actual:Experienced Stimulation (EA:es) index may help reduce the ambiguity and at the same time remain consistent with research findings concerning these variables. The author makes a final point regarding the importance of broadening the definition of what constitutes a scientific contribution to the study of the Rorschach in general and the Comprehensive System in particular. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","1992-09","2021-10-19 16:46:40","2023-02-14 17:05:11","","301-302","","3","4","","Psychological Assessment","","","","","","","","","","","APA PsycInfo","1993-04018-001","EBSCOhost","","Publisher: American Psychological Association","","","","*Personality Theory; *Rorschach Test; *Test Interpretation; Psychoanalytic Theory","commentary reply; issues in interpretation of EA:es ratio in Comprehensive Rorschach System & need for overarching psychoanalytic personality theory; Personality Theory; Rorschach Test; Test Interpretation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8DTWEF7S","journalArticle","1997","Meyer, Gregory J.","Assessing reliability: Critical corrections for a critical examination of the Rorschach Comprehensive System","Psychological Assessment","","1939-134X(Electronic),1040-3590(Print)","10.1037/1040-3590.9.4.480","","J. M. Wood et al (see records 84-17678 and 84-17679) argued that the Rorschach Comprehensive System (CS) lacked many essential pieces of reliability data and that the available evidence indicated that scoring reliability may be little better than chance. Contrary to their assertions, the author suggests why rater agreement should focus on responses rather than summary scores, how field reliability moves away from testing CS scoring principles, and how no psychometric distinction exists between a percentage correct and a percentage agreement index. Also, after reviewing problematic qualities of kappa, a meta-analysis of published data is presented indicating that the CS has excellent chance-corrected interrater reliability (Estimated κ, M = .86, range = .72–.96). Finally, the author notes that Wood et al ignored at least 17 CS studies of test-retest reliability that contain many of the important data they said were missing. The author concluded that Wood et al's erroneous assertions about the more elementary topic of reliability make suspect their assertions about the more complex topic of validity. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","1997","2021-04-26 14:32:28","2023-02-14 17:05:08","","480-489","","4","9","","","Assessing reliability","","","","","","","","","","","","APA PsycNET","","Place: US Publisher: American Psychological Association","","; /Users/ruampimentel/Library/CloudStorage/OneDrive-UniversityofToledo/Books and Papers/Meyer - 1997 - Assessing reliability.pdf; ","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.552.1213&rep=rep1&type=pdf; https://psycnet.apa.org/fulltext/1997-43856-017.html","*Interrater Reliability; *Meta Analysis; *Rorschach Test; *Test Interpretation; 📤; Test Reliability","Interrater Reliability; Meta Analysis; meta analysis of interrater reliability & evaluation of reliability problems reported by J. M. Wood et al in Rorschach Comprehensive System; Rorschach Test; Test Interpretation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QTWPBDUN","journalArticle","1999","Hunsley, John; Bailey, J. Michael","The clinical utility of the Rorschach: Unfulfilled promises and an uncertain future","Psychological Assessment","","1040-3590","10.1037/1040-3590.11.3.266","https://search.ebscohost.com/login.aspx?direct=true&AuthType=shib&db=psyh&AN=1999-11130-004&site=ehost-live&authtype=ip,shib&custid=s8899245","The empirical evidence on the Rorschach is reviewed using three definitions of clinical utility: (a) the nature of professional attitudes and extent of clinical usage, (b) the extent of evidence for reliability, validity, diagnostic efficiency, and incremental validity, and (c) the extent of evidence that Rorschach data improve clinical decision-making and/or treatment outcome. Surveys demonstrate that the Rorschach is extensively used; however, these data are insufficient to demonstrate clinical utility as they do not address the rational, scientific, and ethical requirements of professional standards for psychological measures. After reviewing conceptual issues in Rorschach research (especially those in the Comprehensive System) the authors conclude that there is little scientific evidence to support the clinical utility of the Rorschach. Given the absence of data evaluating how the Rorschach is used in routine practice and whether its use is consistent with the manner in which it is used in research, there is currently no scientific basis for justifying the use of Rorschach scales in psychological assessments. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","1999-09","2021-10-19 17:01:43","2023-02-14 17:05:06","","266-277","","3","11","","Psychological Assessment","","I. The Utility of the Rorschach in Clinical Assessment","","","","","","","","","APA PsycInfo","1999-11130-004","EBSCOhost","","Publisher: American Psychological Association","","","https://pdfs.semanticscholar.org/9b69/25136d2a9769ecc5c3a219e730791c23daee.pdf","*Clinical Judgment (Not Diagnosis); *Psychological Assessment; *Psychologist Attitudes; *Psychometrics; *Rorschach Test; Incremental Validity; Psychodiagnosis; Test Reliability; Test Validity; Treatment Outcomes; Treatment Planning","attitudes toward & use of Rorschach test & evidence for reliability & validity & diagnostic efficiency & incremental validity & decision making &/or treatment outcome improvement; Clinical Judgment (Not Diagnosis); health professionals; Psychological Assessment; Psychologist Attitudes; Psychometrics; Rorschach Test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ME8KP9UN","journalArticle","2001","Viglione, Donald J.; Hilsenroth, Mark J.","The Rorschach: Facts, fictions, and future","Psychological Assessment","","1939-134X(ELECTRONIC),1040-3590(PRINT)","10.1037/1040-3590.13.4.452","","A large body of empirical evidence supports the reliability, validity, and utility of the Rorschach. This same evidence reveals that the recent criticisms of the Rorschach are largely without merit. This article systematically addresses several significant Rorschach components: interrater and temporal consistency reliability, normative data and diversity, methodological issues, specific applications in the evaluation of thought disorder and suicide, meta-analyses, incremental validity, clinician judgment, patterns of use, and clinical utility. Strengths and weaknesses of the test are addressed, and research recommendations are made. This information should give the reader both an appreciation for the substantial, but often overlooked, research basis for the Rorschach and an appreciation of the challenges that lie ahead. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","2001","2020-06-14 23:38:06","2023-02-14 17:05:02","","452-471","","4","13","","","The Rorschach","","","","","","","","","","","","APA PsycNET","","Number: 4 Place: US Publisher: American Psychological Association","","","https://psycnet.apa.org/search/display?id=941350f1-7e2e-a5e8-164a-4bcf62624a3f&recordId=59&tab=all&page=1&display=100&sort=PublicationYearMSSort%20desc,AuthorSort%20asc&sr=1","*Clinical Judgment (Not Diagnosis); *Interrater Reliability; *Methodology; *Rorschach Test; *Test Validity; Suicide; Thought Disorders","Clinical Judgment (Not Diagnosis); Interrater Reliability; Methodology; Rorschach Test; Test Validity; Thought Disturbances","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V9XEPKI8","journalArticle","2001","Hunsley, John; Bailey, J. Michael","Whither the Rorschach? An analysis of the evidence","Psychological Assessment","","1939-134X(ELECTRONIC),1040-3590(PRINT)","10.1037/1040-3590.13.4.472","","In the previous Special Section, the authors presented empirical evidence and logical analysis that were sufficient to demonstrate that the widespread use of the Rorschach in clinical, legal, forensic, and occupational settings is unwarranted on both scientific and ethical grounds (J. Hunsley and J. M. Bailey, see record 1999-11130-004). To expand on their analysis and to respond to issues raised in the previous and current Special Sections, they begin their article by examining a number of conceptual issues that are at the heart of the disagreements about the Rorschach. The focus is then shifted to the central issue of clinical utility, with an emphasis on why current research is insufficient to demonstrate the utility of the Rorschach. Next, the psychometric issues raised by I. B. Weiner (see record 2001-05665-002) are addressed and an alternative perspective on the psychometric viability of the Rorschach is provided. Finally, the authors conclude with some suggestions for future directions that must be taken in research to address the substantive concerns raised by Rorschach critics. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","2001","2022-11-01 16:34:26","2023-02-14 17:05:04","","472-485","","4","13","","","Whither the Rorschach?","","","","","","","","","","","","APA PsycNET","","Number: 4 Place: US Publisher: American Psychological Association","","","http://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=6AE9B7716782595344AA5F0F24771AB7?doi=10.1.1.574.5737&rep=rep1&type=pdf","*Psychological Assessment; *Psychometrics; *Rorschach Test; *Test Reliability; Test Validity","Psychological Assessment; Psychometrics; Rorschach Test; Test Reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NUXPU5BD","journalArticle","2001","Garb, Howard N.; Wood, James M.; Nezworski, M. Teresa; Grove, William M.; Stejskal, William J.","Toward a resolution of the Rorschach controversy","Psychological Assessment","","1939-134X(ELECTRONIC),1040-3590(PRINT)","10.1037/1040-3590.13.4.433","","Comments are made about the articles comprising the first round of the Special Series on the Rorschach. G. Stricker and J. R. Gold (see record 1999-11130-002) and D. J. Viglione (see record 199911130-003) praised the Rorschach, but they consistently failed to cite negative findings. R. M. Dawes (see record 1999-11130-006) obtained results that provide modest support for the Rorschach, but one of his data sets is flawed. J. B. Hiller et al (see record 1999-11130-005) reported the results of a meta-analysis, but, among other problems, their coders were not blind to the results of all the studies. J. Hunsley and J. M. Bailey (see record 1999-11130-004) made a strong case for concluding that there is no scientific basis for using the Rorschach. Recommendations are made for resolving the Rorschach controversy. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","2001","2020-06-14 23:37:38","2023-02-14 17:05:05","","433-448","","4","13","","","","","","","","","","","","","","","APA PsycNET","","Number: 4 Place: US Publisher: American Psychological Association","","; ","https://psycnet.apa.org/search/display?id=22f4ece1-2daa-4905-c7eb-91a6d0604a97&recordId=6&tab=all&page=1&display=25&sort=PublicationYearMSSort%20desc,AuthorSort%20asc&sr=1; https://pdfs.semanticscholar.org/13c2/48aeaf05bb4a39ed6d8c30de9c9e04fdc8d5.pdf","*Psychological Assessment; *Rorschach Test; *Test Reliability; *Test Validity; Minnesota Multiphasic Personality Inventory","Psychological Assessment; Rorschach Test; Test Reliability; Test Validity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YPBHGHC5","journalArticle","2001","Meyer, Gregory J.","Introduction to the final Special Section in the Special Series on the utility of the Rorschach for clinical assessment.","Psychological Assessment","","1939-134X, 1040-3590","10.1037/1040-3590.13.4.419","http://doi.apa.org/getdoi.cfm?doi=10.1037/1040-3590.13.4.419","","2001","2022-11-01 16:34:27","2023-02-14 17:05:03","2021-03-20 20:00:43","419-422","","4","13","","Psychological Assessment","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 4","","","","*Psychological Assessment; Rorschach Test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DZ9798RI","journalArticle","1992","Morgan, Leslie; Viglione, Donald J.","Sexual disturbances, Rorschach sexual responses, and mediating factors","Psychological Assessment","","1939-134X","10.1037/1040-3590.4.4.530","","Developed and demonstrated reliability for a list of Rorschach sexual responses. Sexual offenders (n = 40) and child abusers (n = 40) took the Rorschach to investigate differences in these responses. These adult male Ss were randomly assigned to either a permissive or neutral instructional set, and hypothesized differences between groups were found to exist only within the sexually permissive instruction set. Post hoc analysis suggests that subtle and gender-confusion Rorschach responses, rather than those that are obviously sexual, discriminate best between groups. Results support a 2-step model of sexual responses on the test. Gender of the examiner was not related to the results. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","1992","2022-11-01 16:34:28","2023-02-14 17:05:10","","530-536","","4","4","","","","","","","","","","","","","","","APA PsycNet","","Number: 4 Place: US Publisher: American Psychological Association","","","https://psycnet.apa.org/record/1993-12018-001","*Perpetrators; *Psychosexual Behavior; *Rorschach Test; *Test Construction; *Test Reliability; Child Abuse; Sex Offenses","Perpetrators; Psychosexual Behavior; Rorschach Test; Test Construction; Test Reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XC9GB4GM","journalArticle","1995","Weiner, Irving B.","Methodological considerations in Rorschach research.","Psychological Assessment","","1939-134X(Electronic),1040-3590(Print)","10.1037/1040-3590.7.3.330","","Research with the Rorschach Inkblot Method should be conducted according to the same general principles of research design that guide other investigative efforts in psychological science. However, the nature of the Rorschach as a relatively unstructured measure of personality functioning calls for special attention to certain aspects of selecting research participants, choosing variables, and collecting and analyzing data. The present article delineates how such methodological considerations can enhance prospects for obtaining statistically significant and substantively meaningful results. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","1995","2023-02-14 17:04:19","2023-02-14 17:04:19","","330-337","","","7","","","","","","","","","","","","","","","","","Place: US Publisher: American Psychological Association","","","","*Methodology; Rorschach Test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WHEZD7SH","journalArticle","2019","Cohen, Elad; Kalanthroff, Eyal","Visuospatial processing bias in ADHD: A potential artifact in the Wechsler Adult Intelligence Scale and the Rorschach Inkblots Test.","Psychological Assessment","","1939-134X(Electronic),1040-3590(Print)","10.1037/pas0000687","","Global processing bias is the automatic tendency to process the global picture before processing the local details. Recent studies suggest that individuals with attention-deficit/hyperactivity disorder (ADHD) show a lack of global processing bias. In the current study, we examined whether lack of global processing bias affects performance on 2 psychological tests, Wechsler Adult Intelligence Scale IV (WAIS-IV) and the Rorschach inkblots test, which require the use of visuospatial processing while measuring different psychological constructs. Adult participants (30 ADHD and 30 typically developing controls) completed the subtests of the WAIS-IV, which rely on visuospatial components, and the Rorschach inkblots test. We found no indication of differences in general fluid intelligence between the groups. On the WAIS-IV test, ADHD participants consistently exhibited superior performance on tasks that relied on local processing and inferior performance on tasks that relied on global processing when compared with healthy controls. On the Rorschach inkblots test, ADHD participants exhibited more responses that referred to local aspects (part/s) of the stimulus and fewer responses that referred to global aspects (whole) of the stimulus. These findings imply that when patients with ADHD are given psychological tests that require visuospatial processing, a potential confound of visuospatial processing style needs to be considered. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","2019","2023-02-14 17:04:19","2023-02-14 17:04:19","","699-706","","","31","","","","","","","","","","","","","","","","","Place: US Publisher: American Psychological Association","","","","Rorschach Test; Test Bias; Wechsler Adult Intelligence Scale; *Attention Deficit Disorder with Hyperactivity; *Intelligence; *Intelligence Quotient; *Visuospatial Ability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6F5YNXMC","journalArticle","1993","Carpenter, J. Tyler; Coleman, Michael J.; Waternaux, Christine M.; Perry, Jonathan; Wong, Hazel; O'Brian, Carita; Holzman, Philip S.","The Thought Disorder Index: Short-form assessments.","Psychological Assessment","","1939-134X(Electronic),1040-3590(Print)","10.1037/1040-3590.5.1.75","","Investigated whether short forms of the Rorschach Test are as effective as the standard 10-card administration in eliciting thought disorder as measured by the Thought Disorder Index. Results showed the short 4-card forms yield excellent composite indexes of total thought disorder, severity levels, and the more frequently occurring qualitative scores. (PsycInfo Database Record (c) 2022 APA, all rights reserved)","1993","2023-02-14 17:04:19","2023-02-14 17:04:19","","75-80","","","5","","","","","","","","","","","","","","","","","Place: US Publisher: American Psychological Association","","","","Psychiatric Patients; *Rorschach Test; *Test Forms; *Thought Disorders","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93U5A9MS","journalArticle","1996","Weiner, Irving B.","Some observations on the validity of the Rorschach Inkblot Method.","Psychological Assessment","","1939-134X(Electronic),1040-3590(Print)","10.1037/1040-3590.8.2.206","","Current literature reflects a persistent inclination in some quarters to denigrate the Rorschach Inkblot Method as an invalid and useless instrument for assessing personality functioning. Although perhaps warranted to some extent in years past, such harsh criticism of the Rorschach runs counter to abundant contemporary data demonstrating its psychometric soundness and practical utility. This article offers some observations concerning the kinds of information that are necessary to validate assessment instruments and provides examples of lines of research that document Rorschach validity and utility for various purposes. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","1996","2023-02-14 17:04:19","2023-02-14 17:04:19","","206-213","","","8","","","","","","","","","","","","","","","","","Place: US Publisher: American Psychological Association","","","","Test Validity; *Rorschach Test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCSDJCXH","journalArticle","1992","Exner, John E.","""A conceptual critique of the EA:es comparison in the Comprehensive Rorschach System"": Comment.","Psychological Assessment","","1939-134X(Electronic),1040-3590(Print)","10.1037/1040-3590.4.3.297","","J. H. Kleiger (see record 1993-04017-001) purports that Rorschach data would be more useful if conceptualized in an ego-psychology model. Although theoretical models can provide a basis from which findings may be integrated, their direct application to the interpretation of data can often cause distortion and be quite misleading. Kleiger's attempt to define the D scores in such a context offers a good illustration of this problem. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","1992","2023-02-14 17:04:19","2023-02-14 17:04:19","","297-300","","","4","","","","","","","","","","","","","","","","","Place: US Publisher: American Psychological Association","","","","Psychoanalytic Theory; *Rorschach Test; *Personality Theory; *Test Interpretation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TYB94Q3B","journalArticle","1999","Meyer, Gregory J.","Introduction to the first Special Section in the Special Series on the utility of the Rorschach for clinical assessment.","Psychological Assessment","","1939-134X(Electronic),1040-3590(Print)","10.1037/1040-3590.11.3.235","","Psychologists have debated the clinical utility of the Rorschach for many years. In an effort to bring greater clarity to the relevant issues, a Special Series was organized for this journal. With the exception of a neutral, meta-analytic review, articles for the Special Series were solicited from scholars known to have opposing views on the Rorschach. The authors agreed to engage in a structured, sequential, and scientifically grounded dialog that focused on strengths and limitations when using the Rorschach in applied clinical settings. The debate takes place over the course of three iterations, with later articles building on and reacting to those generated earlier. This Introduction provides a rationale and overview for the full Special Series. In addition, it briefly describes the five Special Section articles published in this issue of Psychological Assessment. Five additional articles are expected to be published in an upcoming Special Section. In combination, these two Special Sections should provide clinicians, researchers, educators, and students with the most thorough, empirically rigorous, and up-to-date evaluation of the Rorschach's clinical utility. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","1999","2023-02-14 17:04:19","2023-02-14 17:04:19","","235-239","","","11","","","","","","","","","","","","","","","","","Place: US Publisher: American Psychological Association","","","","Rorschach Test; *Clinical Judgment (Not Diagnosis); *Psychological Assessment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NY9WPM8V","journalArticle","1999","Stricker, George; Gold, Jerold R.","The Rorschach: Toward a nomothetically based, idiographically applicable configurational model.","Psychological Assessment","","1939-134X(Electronic),1040-3590(Print)","10.1037/1040-3590.11.3.240","","The authors argue that the Rorschach can and should be used best with a nomothetic foundation that adds an idiographic approach depending on the goal of the assessment. The research supporting this position is reviewed as are conceptual models that are advantageous to this conceptual position. The authors posit that method variance has a powerful impact on the measurement process. Each method is of value in some areas and of limited relevance in others. Self-report measures are most likely to be useful when interest is focused on consciously available and behavioral dimensions of functioning. Depth-oriented, indirect measures such as the Rorschach are most likely to be useful when interest is focused on unconscious, longitudinal, and structural dimensions of functioning. However, to have a full picture of human beings, heteromethod assessment is necessary to capture the full range of functioning and to implement the analytic model of assessment. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","1999","2023-02-14 17:04:19","2023-02-14 17:04:19","","240-250","","","11","","","","","","","","","","","","","","","","","Place: US Publisher: American Psychological Association","","","","Rorschach Test; *Clinical Judgment (Not Diagnosis); *Psychological Assessment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZC7PYLHW","journalArticle","1999","Hiller, Jordan B.; Rosenthal, Robert; Bornstein, Robert F.; Berry, David T. R.; Brunell-Neuleib, Sherrie","A comparative meta-analysis of Rorschach and MMPI validity.","Psychological Assessment","","1939-134X(Electronic),1040-3590(Print)","10.1037/1040-3590.11.3.278","","Two previous meta-analyses concluded that average validity coefficients for the Rorschach and the MMPI have similar magnitudes (L. Atkinson, 1986; K. C. H. Parker et al, see record 1989-14153-001), but methodological problems in both meta-analyses may have impeded acceptance of these results (H. N. Garb et al, see record 1998-11225-011). We conducted a new meta-analysis comparing criterion-related validity evidence for the Rorschach and the MMPI. The unweighted mean validity coefficients (r̄s) were .30 for MMPI and .29 for Rorschach, and they were not reliably different (p = .76 under fixed-effects model, p = .89 under random-effects model). The MMPI had larger validity coefficients than the Rorschach for studies using psychiatric diagnoses and self-report measures as criterion variables, whereas the Rorschach had larger validity coefficients than the MMPI for studies using objective criterion variables. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","1999","2023-02-14 17:04:19","2023-02-14 17:04:19","","278-296","","","11","","","","","","","","","","","","","","","","","Place: US Publisher: American Psychological Association","","","","*Minnesota Multiphasic Personality Inventory; *Rorschach Test; Test Validity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5ZTMY64X","journalArticle","1999","Dawes, Robyn M.","Two methods for studying the incremental validity of a Rorschach variable.","Psychological Assessment","","1939-134X(Electronic),1040-3590(Print)","10.1037/1040-3590.11.3.297","","The MMPI can be scored by a clerk. Also, both the number and form level of Rorschach responses can be easily assessed. Other Rorschach variables should be examined for their incremental validity beyond number of responses and form level, or from these variables plus simple MMPI variables. This study applied multiple regression analyses to 2 data sets with reasonable criteria of pathology that were predicted by W. Perry and D. J. Viglione's (see record 1991-26233-001) Ego Impairment Index considered alone. The index had only slight incremental validity over and above the number of responses and form quality, and even less when the average MMPI elevation and L. R. Goldberg's (see record 2011-19214-001) formula for predicting psychosis versus neurosis were entered before these Rorschach variables. Another way of assessing incremental validity is through the use of unit weights, that is, adding standardized variables weighted equally rather than optimally. The unit-weighted incremental validity analysis resulted in the same conclusions. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","1999","2023-02-14 17:04:19","2023-02-14 17:04:19","","297-302","","","11","","","","","","","","","","","","","","","","","Place: US Publisher: American Psychological Association","","","","*Ego Development; *Methodology; *Rorschach Test; *Test Interpretation; *Test Validity; Incremental Validity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9DS25PVB","journalArticle","2001","Perry, William","Incremental validity of the Ego Impairment Index: A re-examination of Dawes (1999).","Psychological Assessment","","1939-134X(Electronic),1040-3590(Print)","10.1037/1040-3590.13.3.403","","This article examined the incremental validity of the Ego Impairment Index (EII), a Rorschach measure of cognition, perception, and reasoning. R. M. Dawes (1999) borrowed 2 previously published data sets to assess the incremental validity of the EII. Dawes determined that in order for the EII to be considered a valid measure, the overall EII score should ""outperform"" 2 of the variables that compose the index. Using this approach, Dawes reported that the EII had ""deficient"" (p = .059) incremental validity. In this study, the incremental validity of the EII was re-examined using 1 of the data sets used by R. M. Dawes (1999). Applying the same strategy as Dawes, the author tested the incremental validity of the EII in predicting positive symptoms of schizophrenia, a more appropriate and clinically relevant criterion measure of impairment. The EII significantly predicted positive symptoms (p < .005) even after the 2 EII variables selected by Dawes and the measure of social competence were 1st entered into the equation. The results suggest that the EII adds meaningful information in the assessment of thought disturbance. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","2001","2023-02-14 17:04:19","2023-02-14 17:04:19","","403-407","","","13","","","","","","","","","","","","","","","","","Place: US Publisher: American Psychological Association","","","","*Ego Development; *Methodology; *Rorschach Test; *Test Interpretation; *Test Validity; Incremental Validity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"692CH6US","journalArticle","2001","Dawes, Robyn M.","Incremental validity of the Ego Impairment Index: It's fine when it's there.","Psychological Assessment","","1939-134X(Electronic),1040-3590(Print)","10.1037/1040-3590.13.3.408","","The results published by W. Perry (2001) demonstrate that with a different criterion more incremental validity can be achieved with the Ego Impairment Index than R. M. Dawes (1999) found using the criterion available to him. Attempting to find statistical rationale for various Rorschach characteristics is, indeed, desirable, especially as a basis for the statistical use of the test. The degree of predictability indicated by most of these statistics, however, still presents a sizable gap between well established validity and much practice, particularly in legal settings. Further, both W. Perry (2001) and D. J. Vighone and M. J. Hilsonroth (2001) raise the issue of evaluating incremental validity in a context where there is some degree of multicolinearity and nesting. The logical equivalence of a nested with a non-nested analysis is established algebraically, and it is noted that the standard concerns about multicolinearity involve the estimations of the coefficients of predictive models—not the degree of predictability per se. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","2001","2023-02-14 17:04:19","2023-02-14 17:04:19","","408-409","","","13","","","","","","","","","","","","","","","","","Place: US Publisher: American Psychological Association","","","","*Ego Development; *Methodology; *Rorschach Test; *Test Interpretation; *Test Validity; Incremental Validity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6V6CURQT","journalArticle","1993","Coleman, Michael J.; Carpenter, J. Tyler; Waternaux, Christine; Levy, Deborah L.; Shenton, Martha E.; Perry, Jonathan; Medoff, David; Wong, Hazel; Monoach, Dara; Meyer, Patricia; O'Brian, Carita; Valentino, Camille; Robinson, Delbert; Smith, Melissa; Makowski, David; Holzman, Philip S.","The Thought Disorder Index: A reliability study.","Psychological Assessment","","1939-134X(Electronic),1040-3590(Print)","10.1037/1040-3590.5.3.336","","Reports interrater reliability among 4 teams of raters who independently evaluated thought disorder in 20 Rorschach protocols using the Thought Disorder Index. Intraclass correlation coefficients were calculated to assess the degree of association among the 4 items for total thought disorder scores, severity levels, and qualitative thought disorder factors. Highly acceptable agreement was obtained. Spearman rank order correlation coefficients for these same variables were significant for all possible pairings of teams. A repeated-measures ANOVA indicated that the absolute amount of thought disorder tagged by each team differed even though the teams' relative rankings of thought disorder among Ss was very similar. Such scoring differences reflect individual differences in threshold for detecting deviant thinking. (PsycInfo Database Record (c) 2022 APA, all rights reserved)","1993","2023-02-14 17:04:19","2023-02-14 17:04:19","","336-342","","","5","","","","","","","","","","","","","","","","","Place: US Publisher: American Psychological Association","","","","*Interrater Reliability; *Measurement; *Rorschach Test; Thought Disorders","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P6A6U3KN","journalArticle","1995","Hibbard, Stephen; Hilsenroth, Mark J.; Hibbard, Juliette Klepser; Nash, Michael R.","A validity study of two projective object representations measures.","Psychological Assessment","","1939-134X(Electronic),1040-3590(Print)","10.1037/1040-3590.7.4.432","","Two projective measures of object representations, the Concept of the Object on the Rorschach (H. Rorchach, 1942) and the Social Cognition and Object Relations Scales (D. Westen, 1993) were compared with each other, with measures of intelligence (Wechsler Adult Intelligence Scale—Revised; D. Wechsler, 1981), and measures of pathology (Millon Clinical Multiaxial Inventory [T. Millon, 1983], Minnesota Multiphasic Personality Inventory [S. R. Hathaway & J. McKinley, 1983] Axis 11 diagnoses). Analyses focused on the construct validity of object representations and the implications of structural and affective aspects of object representations for psychopathology. Results support the construct validity of object representations and an affective, but not a cognitive–structural, linkage between object representations and pathology. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","1995","2023-02-14 17:04:19","2023-02-14 17:04:19","","432-439","","","7","","","","","","","","","","","","","","","","","Place: US Publisher: American Psychological Association","","","","*Object Relations; *Projective Personality Measures; *Psychiatric Patients; *Social Cognition; *Statistical Validity; Construct Validity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
